qualtrics_id	list_languages	english_best	attention_check1	SES	political_scale	political_interest	attention_check2	schooling_level	gender	lived_cities	sexual_orientation	age	race_ethnicity	data_collection_group	political_scale_str	schooling_level_str	sex_or	language.clean	gender.clean	race.nih	ethnicity.nih
R_wQKKoRLMsYvjnWx		Yes	TRUE	394	2	3	TRUE	3	Female	mercer island (washington);awahtukee (Phoenix);dowtown los angeles	straight	19	Caucasian;polish	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_2qwPhqQFXX3Jncl	Spanish	Yes	TRUE	426	2	5	TRUE	5	female	seattle;Los Angeles, California, United States	Straight	22	Caucasian	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_xDicsRIKLCjBWXD	Mandarin Chinese	No	TRUE	343	4	5	TRUE	5	Male	Shijiazhuang, China;Dublin, California, United States;Rowland Heights, California, United States;Los Angeles, California, United States	Heterosexual	17	Chinese	round1	Neutral	Bachelor's Degree	NA	NA	NA	NA	NA
R_1QJU1EFeeHwLmjB		Yes	TRUE	254	4	3	TRUE	3	Female	Newport Beach, California, United States;Los Angeles, California, United States;New York, New York, United States	Straight	21	Asian;Korean	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_2YglHEuzjgVHl8Z	Urdu	Yes	TRUE	592	3	3	TRUE	2	Female	Chicago, Illinois, United States;Los Angeles, California, United States	Straight	19	Indian American	round1	Slightly Liberal	HS or GED	Straight	Urdu	female	Asian	Not Hispanic
R_3pm4M7EGBgKIVWE	Spanish	Yes	TRUE	381	7	7	TRUE	3	Female	Los Angeles, California	Straight	20	Non-Hispanic White	round1	Very Conservative	Some college	NA	NA	NA	NA	NA
R_ePrkp9vi1FgC6dP		Yes	TRUE	967	3	1	TRUE	2	Jupitergender	St. Louis, Missouri;Beijing, China;Los Angeles, California	Down Low	18	Korean	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_BMorexaPUrEcVdn	Arabic, Spanish	Yes	TRUE	509	3	6	TRUE	5	male	Los Angeles, California, United States	straight	22	Lebanese	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1ONOSOoH9ZDR5iB		Yes	TRUE	686	4	4	TRUE	3	Female	Boston, Massachusetts, United States;Los Angeles, California, United States	Straight	19	White	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_1hXfaIaxU1dif5F	Urdu	Yes	TRUE	409	3	2	TRUE	5	Male	Karachi, Pakistan;Dubai, United Arab Emirates;Houston, Texas, United States;Dallas, Texas, United States;Austin, Texas, United States;Los Angeles, California, United States;Brussels, Brussels, Belgium	Heterosexual	21	Pakistani American	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1Cp6vr7EkdDRreG	Spanish	Yes	TRUE	418	3	2	TRUE	5	Male	Los Angeles;Boston;Cartagena, Bolivar, Colombia	Straight	21	Colombian;Middle Eastern	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1LSGsIiksBoXywR	Farsi, Spanish, French	Yes	TRUE	509	5	3	TRUE	2	female	Beverly Hills, California, United States;Westwood, Los Angeles County, California, United States	Straight	19	white Caucasian	round1	Slightly Conservative	HS or GED	Straight	Farsi	female	White	Not Hispanic
R_3qqxoe7xGcD2oVs	Mandarin Chinese	Yes	TRUE	551	3	5	TRUE	3	female	Los Angeles, California, United States;Diamond Bar, California, United States	Heterosexual	21	Asian	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1luhavGaUl0WRNG	Tamil, Spanish	Yes	TRUE	320	2	1	TRUE	2	Male	Santa Clara, California;Los Angeles, California	Heterosexual	21	Indian	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_3hyjelkA888TJjJ	Malayalam;Spanish	Yes	TRUE	616	1	4	TRUE	3	Female	Fremont, California, United States;Los Angeles, California, United States	Heterosexual	19	South Asian (Indian)	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_1r7kHny8sqGcQq6	Cantonese	No	TRUE	503	2	1	TRUE	3	Male	Hong Kong, China;Los Angeles, California, United States	Straight	20	Asian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_9HtqFkIvDpzl4Yx	Farsi (Persian)	Yes	TRUE	493	4	3	TRUE	5	Female	Los Angeles, California, United States;Madrid, Spain	Straight	20	Persian	round1	Neutral	Bachelor's Degree	Straight	Farsi	female	White	Not Hispanic
R_2ZEQFx2lcRK0Q7P	Spanish	Yes	TRUE	477	2	1	TRUE	3	Female	Manteca, California, United States;Los Angeles, California, United States	Heterosexual	19	Hispanic;white	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_3FKISw8gMgGZ1uq	Armenian	Yes	TRUE	511	4	2	TRUE	4	Female	Los Angeles;Reseda, California, United States	Cisgender	21	Armenian American	round1	Neutral	Associate Degree	NA	NA	NA	NA	NA
R_3sv9z3RQ4JkjCr9		Yes	TRUE	341	5	5	TRUE	3	Female	Great Falls, Virginia, United States;Los Angeles, California, United States	Heterosexual	20	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_RDDlX8YmGsyTJ5f	Italian	Yes	TRUE	514	3	2	TRUE	4	Female	Boston, Massachusetts, United States;Danville, California, United States;Los Angeles, California, United States	Bisexual	21	Caucasian	round1	Slightly Liberal	Associate Degree	NA	NA	NA	NA	NA
R_3sz6vHipETO2jmh	Telugu;Spanish	Yes	TRUE	355	3	3	TRUE	3	Male	Fremont, California;Los Angeles, California, United States	Straight	19	Indian	round1	Slightly Liberal	Some college	Straight	Telugu	male	Asian	Not Hispanic
R_soHYTffJnEALkkN	Spanish;Arabic	Yes	TRUE	259	3	3	TRUE	2	Female	San Diego, California, United States;Orange, California, United States	Straight	18	Middle Eastern	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_1DGbTdcEP37ztG4		Yes	TRUE	430	3	2	TRUE	3	Female	La Habra, California, United States	Heterosexual	18	Korean and European White	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_2fJ2FB6FPEuH7es	Hindi	Yes	TRUE	179	5	5	TRUE	6	Male	Panipat, Haryana, India;New Delhi, Delhi, India;Shimla, Himachal Pradesh, India;Los Angeles, California, United States;San Francisco, California, United States	Heterosexual	21	Asian	round1	Slightly Conservative	Master's Degree	Straight	Hindi	male	Asian	Not Hispanic
R_xhgqq1y5rWrwh5T		Yes	TRUE	511	5	3	TRUE	5	female	Los Angeles;California;New York, New York, United States;New Orleans, Louisiana, United States	straight	21	write	round1	Slightly Conservative	Bachelor's Degree	Straight	English	female	White	Not Hispanic
R_ym9xaktrFQkUBxf	Spanish	Yes	TRUE	596	3	2	TRUE	3	Female	West Covina, California, United States	Heterosexual	20	Mexican American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1Zb7BcHnU5O3c5j	Mandarin Chinese	Yes	TRUE	511	2	3	TRUE	5	Female	Tulsa, Oklahoma;Los Angeles, California, United States	Heterosexual	20	Asian;Caucasian	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1LIp6fZ6WisCDNi	Spanish;American Sign Language (ASL);German	Yes	TRUE	770	2	1	TRUE	3	Female	Santa Fe Springs, California, United States	Straight	20	Mexican American;Spanish;German;French	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_yX7TFZcnFXTIcbn	Indonesian language	No	TRUE	516	3	3	TRUE	4	Female	Los Angeles, California, United States	Straight	19	Asian	round1	Slightly Liberal	Associate Degree	NA	NA	NA	NA	NA
R_2zZRDTAX4D9WENH	Korean;Spanish	Yes	TRUE	483	2	5	TRUE	3	Female	Cheonan-si, Chungcheongnam-do, South Korea;San Jose, California, United States;Los Angeles, California, United States		21	Korean	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1NzGVmlfHUoHzXd		Yes	TRUE	426	5	2	TRUE	3	Male	pasadena	Heterosexual	20	white	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_2TN5Bh6xviSLXSG	Spanish, Italian	Yes	TRUE	846	2	7	TRUE	5	Female	Pacoima, California, United States;Sun Valley, California, United States;Granada Hills, California, United States	Straight	22	hispanic;latina	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_2q7X6RFGB7xNJcq		Yes	TRUE	402	3	5	TRUE	3	Male	Danville, California;Los Angeles, California	heterosexual	20	White;Fillipino;Spanish	round1	Slightly Liberal	Some college	Straight	English	male	Multiple Races	Hispanic
R_1P2l2r5MKdcmviV	A little Spanish	Yes	TRUE	223	3	5	TRUE	3	Female	San Diego, California;San Francisco, California;Los Angeles, California	Straight	19	half indian (india) and half irish	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1GN3DBXHhLQgDfa	Bengali, Spanish, Hindi	Yes	TRUE	339	2	5	TRUE	3	Female	Kolkata, India;Cupertino, California, United States;Los Angeles, California, United States	Bicurious	19	North Indian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_4OfrquFaq0XNtu1	Cantonese, French	Yes	TRUE	320	2	7	TRUE	3	Female	San Francisco, California, United States;Los Angeles, California, United States	Queer;Demisexual;Panromantic	20	Chinese	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1BX8tnq5Cse94xd	Spanish	No	TRUE	767	1	4	TRUE	3	female	Honduras;Los Angeles, California, United States	Straight	19	Latin	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_1ZwjmrGYbO1Xc1X	Thai	Yes	TRUE	348	4	1	TRUE	2	Male	Bangkok, Thailand	Straight	18	Thai	round1	Neutral	HS or GED	NA	NA	NA	NA	NA
R_338xxVjAO82IMkW		Yes	TRUE	489	2	6	TRUE	3	Female	Seattle, Washington, United States;Fresno, California, United States;Palos Verdes Peninsula, California, United States;Los Angeles, California, United States;New Orleans, Louisiana, United States	Straight	22	White	round1	Moderately Liberal	Some college	Straight	English	female	White	Not Hispanic
R_3R1l4i8p8qL9RVZ		Yes	TRUE	495	2	3	TRUE	2	Female	Keyport, New Jersey, United States;Savannah, Georgia, United States;Los Angeles, California, United States	Straight	19	White;African-American	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2R1FSSriFTtVBBf		Yes	TRUE	425	5	3	TRUE	5	Male	Los Angeles, CA	Straight	21	Chinese American	round1	Slightly Conservative	Bachelor's Degree	NA	NA	NA	NA	NA
R_ekPS4FY1XtS5eCt		Yes	TRUE	232	3	5	TRUE	5	Male	Minneapolis, Minnesota, United States;Los Angeles, California, United States	Heterosexual	22		round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_2ctuD8pnzkZISBI	French, Farsi, and some Spanish	Yes	TRUE	331	4	2	TRUE	2	Female	Tehran, Iran;Orange County, CA;Los Angeles, CA	Heterosexual	19	Persian	round1	Neutral	HS or GED	Straight	French	female	White	Not Hispanic
R_1eRWOxEcQhHTste		Yes	TRUE	429	2	2	TRUE	2	female	rolling hills estates, california;Santa Barbara, California, United States;Los Angeles, California, United States	straight	19	korean- american	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2tm1Fn4aviukvIl	Korean	Yes	TRUE	510	4	1	TRUE	4	Female	Los Angeles, California, United States	Straight	20	Asian American	round1	Neutral	Associate Degree	Straight	Korean	female	Asian	Not Hispanic
R_Y60RsHzJFMeGlIl		Yes	TRUE	501	4	3	TRUE	2	Male	Los Angeles, California, United States	Straight	20	Asian American	round1	Neutral	HS or GED	Straight	English	male	Asian	Not Hispanic
R_3edV9VP0PLxTggc		Yes	TRUE	332	5	7	TRUE	3	male	Los Angeles, California, United States	Straight	20	White	round1	Slightly Conservative	Some college	Straight	English	male	White	Not Hispanic
R_1eFSq08BlkCnUpP	Farsi;Spanish	Yes	TRUE	509	3	3	TRUE	5	Female	Irvine, California, United States;Los Angeles, California, United States	Heterosexual	19	Persian	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1psxKBX4lBO1cvr	Mandarin Chinese;Spanish	Yes	TRUE	814	4	5	TRUE	3	Male	Orange County	Heterosexual	19	Asian	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_2rp9FEyPpUS793P	Mandarin Chinese;Spanish	Yes	TRUE	260	2	3	TRUE	3	Female	Denver, Colorado;Acworth, Georgia;Boise, Idaho;Iowa City, Iowa;Los Angeles, California	Straight	19	Asian;Caucasian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_22xGNVezrfp6gPY		Yes	TRUE	328	2	3	TRUE	5	Female	Los Angeles, California, United States;Fort Worth, Texas, United States	Bicurious	21	Non-Hispanic Whites	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_2ccKNNRCwLWMTPU	Korean;Spanish	Yes	TRUE	641	3	5	TRUE	3	Female	Seattle, Washington;Tacoma, Washington;Newburgh, New York;Los Angeles, California	heterosexual	20	Asian	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_2wSMuEYltZt0WeE	Spanish;German	Yes	TRUE	422	3	6	TRUE	3	Male	San Francisco, California, United States;Belmont, California, United States;San Ramon, California, United States;Redwood City, California, United States;Bend, Oregon, United States	Gay	20	Caucasian	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_4MDPIxG00aSGmlz	Spanish	Yes	TRUE	713	2	7	TRUE	3	Male	Lima, Peru;Lake Worth, Florida, United States;Palm Springs, Florida, United States;Lincoln, California, United States;North Highlands, California, United States	Straight	20	Hispanic	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_2XnQ4wF2i3SATPF	Spanish	Yes	TRUE	428	2	3	TRUE	3	Female	Calabasas, California, United States;Marina del Rey, California, United States;Los Angeles, California, United States	Heterosexual	21	White	round1	Moderately Liberal	Some college	Straight	Spanish	female	White	Not Hispanic
R_3ekHDifo3TePbdI	French, Greek, Spanish	Yes	TRUE	220	4	4	TRUE	3	Male	Chene-Bougeries, Geneva, Switzerland	straight	19	Swiss;Greek;Canadian;Russian	round1	Neutral	Some college	Straight	French	male	White	Not Hispanic
R_1Ce9JtI6EfQnEVJ	spanish	Yes	TRUE	601	1	5	TRUE	3	Male	San Jose, California, United States;Los Angeles, California, United States	Heterosexual	18	Hispanic	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_2ALRiRcJ5HPwMVt	Spanish	Yes	TRUE	247	2	5	TRUE	3	Male	Seattle, Washington, United States;Cochabamba, Bolivia	Straight	18	White	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1d6NgyfwsVOdZZz	French	Yes	TRUE	421	6	4	TRUE	3	Female	San Diego, California, United States;Los Angeles, California, United States	Straight	19	White;Lebanese	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_DknDmOKwFzO8SjL	Spanish	Yes	TRUE	477	3	3	TRUE	3	Male	Anaheim, California, United States	Straight	19	Mexican American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_27wIzB9hU7IVs9l	Korean	Yes	TRUE	725	5	3	TRUE	3	male	California;Korea	Heterosexual	18	Asian	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_3OiGSiplXNH9RN1	French	Yes	TRUE	347	2	5	TRUE	3	Female	Los Angeles, California, United States;Bedford, New Hampshire, United States;Maastricht, Maastricht, Limburg, Netherlands;Washington, District of Columbia, United States	Straight	21	Caucasian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_UyCOdj4GH3gGt7H		Yes	TRUE	340	5	4	TRUE	3	female	Indianapolis, IN;Carmel, IN;South Haven, MI;Los Angeles, CA	Straight	20	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_3WQAsCwefRB9Oil	Spanish;Hindi;Russian	Yes	TRUE	339	4	6	TRUE	5	Female	Houston, Texas, United States;Los Angeles, California, United States	Heterosexual	22	South Asian	round1	Neutral	Bachelor's Degree	NA	NA	NA	NA	NA
R_1Q5aHdXnt1iI0Fu	Spanish;Tigrinya	Yes	TRUE	616	1	4	TRUE	3	Female	indianapolis;los angeles	straight	19	Black	round1	Very Liberal	Some college	Straight	Spanish	female	Black	Not Hispanic
R_2TuuyUCKylikj02		Yes	TRUE	669	2	2	TRUE	3	Female	Atlanta, Georgia, United States;Los Angeles, California, United States	Heterosexual	19	African-American;Nigerian	round1	Moderately Liberal	Some college	Straight	English	female	Black	Not Hispanic
R_3MrPtz2vLEfYqpa		Yes	TRUE	593	3	3	TRUE	2	Female	New Orleans, Louisiana, United States;Los Angeles, California, United States	Heterosexual	19	South Asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_1eLaHGwtA2d1yYr	Spanish	Yes	TRUE	381	2	3	TRUE	3	Female	San Francisco, California;Los Angeles, California	Straight	21	Asian;Mexican	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_3HqB0ij8RvtLZ4a	Cantonese, Chinese, Spanish	Yes	TRUE	348	4	5	TRUE	3	Female	Los Angeles, California;Hong Kong	Straight	19	Asian	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_r3FvkX8asmgdJEB	German, Farsi	Yes	TRUE	324	5	5	TRUE	5	Male	Dubai, United Arab Emirates;Vienna, Austria;Princeton, New Jersey, United States;Los Angeles, California, United States;Bellevue, Geneva, Switzerland	Straight	22	Middle Eastern;White	round1	Slightly Conservative	Bachelor's Degree	NA	NA	NA	NA	NA
R_2aeG3P1yQdxfNWw	Spanish	Yes	TRUE	305	3	5	TRUE	5	female	Los Angles	Heterosexual	22	white	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1kIvZ7spm5KdrEu	French	Yes	TRUE	297	3	3	TRUE	3	Female	Ottawa, Canada;Toronto, Canada;Los Angeles, California, United States	Straight	21	Caucasian	round1	Slightly Liberal	Some college	Straight	French	female	White	Not Hispanic
R_8641LBNQO7lbv9v	Korean	Yes	TRUE	424	1	6	TRUE	3	Female	Seoul, Korea;Sunnyvale, California, United States;Los Angeles, California, United States	Queer	19	East Asian/Asian-American	round1	Very Liberal	Some college	LGBTQIA+	Korean	female	Asian	Not Hispanic
R_2TN4js9gbpGWNjH	French, Hindi, Gujarati, Marathi	Yes	TRUE	304	4	4	FALSE	4	Male	Mumbai, India;Los Angeles, California, United States;Johannesburg, South Africa	Straight	20	Indian	round1	Neutral	Associate Degree	NA	NA	NA	NA	NA
R_vjz7NV6zTYQvSuZ	French;Spanish	Yes	TRUE	251	2	6	TRUE	5	Male	Miami, Florida, United States;Los Angeles, California, United States	Male	21	White;Hispanic	round1	Moderately Liberal	Bachelor's Degree	NR	French	male	White	Hispanic
R_rkgY3Avr1uqPQqZ		Yes	TRUE	420	1	7	TRUE	2	Female	San Diego, California, United States;New Milford, Connecticut, United States;Salt Lake City, Utah, United States;Rochester, New York, United States	Straight	18	Japanese	round1	Very Liberal	HS or GED	NA	NA	NA	NA	NA
R_1EiGkDTMiI5BJ8J	Spanish	No	TRUE	616	1	2	TRUE	3	Female	Cabo San Lucas, Baja California Sur, Mexico;Austin, Texas, United States;Eagle Pass, Texas, United States;Piedras Negras, Coahuila, Mexico;Newport Beach, California, United States;Los Angeles, California, United States	Heterosexual	23	Latino/a American	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_vCPGmvXeZ7qIGcN		Yes	TRUE	324	2	6	FALSE	3	Female	Sacramento, California, United States	Straight	19	White	round1	Moderately Liberal	Some college	Straight	English	female	White	Not Hispanic
R_3dYaM7N9raYzyNs	Persian (Farsi);Spanish	Yes	TRUE	563	3	3	TRUE	5	female	Los Angeles, California, United States;Aliso Viejo, California, United States;Mission Viejo, California, United States;Rockville, Maryland, United States;Chevy Chase, Maryland, United States;Gaithersburg, Maryland, United States;Potomac, Maryland, United States	Heterosexual	24	White;Persian	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_1PYTyuEZV5gN2xW	Urdu	Yes	TRUE	588	3	7	TRUE	3	Male	Danville, Kentucky, United States;Los Angeles, California, United States;Karachi, Pakistan	Straight	21	Pakistani American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_2vfid7ZvOKHFyfe		Yes	TRUE	461	3	3	TRUE	3	Female	Tarzana, California, United States	Straight	18	Caucasian	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_ZaTpqKdluvWpYTD		Yes	TRUE	593	6	2	TRUE	4	Male	Belize City, Belize;Los Angeles, California, United States	Heterosexual	19	Hispanic	round1	Moderately Conservative	Associate Degree	NA	NA	NA	NA	NA
R_3rHSceJJuvdpAuC	Spanish	Yes	TRUE	324	1	5	TRUE	3	Female	Quantico, Virginia;Bronx, New York;Los Angeles, California	Heterosexual	18	Puerto Rican;Aruban	round1	Very Liberal	Some college	Straight	Spanish	female	NR	Hispanic
R_XuAUldu8b3Fey5z	Italian;some spanish	Yes	TRUE	256	5	5	TRUE	3	Female	San Bernardino, California, United States;Detroit, Michigan, United States;Los Angeles, California, United States;San Diego, California, United States	Heterosexual	21	European American	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_vrdaXKbbjeknqF3	Spanish	Yes	TRUE	762	3	1	TRUE	5	Male	Los Angeles, California, United States	Heterosexual	20	Hispanic/Latino	round1	Slightly Liberal	Bachelor's Degree	Straight	Spanish	male	NR	Hispanic
R_5BDzvC4wqZTsdnH		Yes	TRUE	421	7	7	TRUE	4	Female	Los Angeles, California, United States;Puyallup, Washington, United States;Sumner, Washington, United States;Bonney Lake, Washington, United States;Torrance, California, United States;Murrieta, California, United States	Straight	20	White	round1	Very Conservative	Associate Degree	NA	NA	NA	NA	NA
R_O10atkwfz9CcTqp		Yes	TRUE	851	2	7	TRUE	4	Male	Los Angeles, California, United States;Las Vegas, Nevada, United States;Pasadena, California, United States;Monrovia, California, United States;Moreno Valley, California, United States;New Bern, North Carolina, United States	Straight	40	Black	round1	Moderately Liberal	Associate Degree	Straight	English	male	Black	Not Hispanic
R_2VI8lPp4TcfGDyE	Spanish	Yes	TRUE	491	7	5	TRUE	3	Male	Los Angeles, California, United States;Las Vegas, Nevada, United States	Heterosexual	20	Hispanic	round1	Very Conservative	Some college	Straight	Spanish	male	NR	Hispanic
R_3Mbby8evfgmPnbR	Korean	Yes	TRUE	425	3	1	TRUE	2	Female	Los Angeles	Heterosexual	19	asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_3jetuAidlSA7Bvt	Spanish;French	No	TRUE	435	5	6	TRUE	3	Male	Los Angeles, California, United States;Mexico City, Mexico;Paris, France	Straight	23	Latino/a American	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_1gUWQkUujfWGLLT	Spanish	Yes	TRUE	339	1	5	TRUE	3	Female	San Rafael, California (Marin County);Los Angeles, California	Heterosexual	19	White/Caucasian	round1	Very Liberal	Some college	Straight	Spanish	female	White	Not Hispanic
R_247ASB4j63QlRNE	Hebrew	Yes	TRUE	220	2	5	TRUE	3	Female	Los Angeles, California, United States;New York, New York, United States;Port Washington, New York, United States	Heterosexual	19	Jewish;White	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1jGJbQ8LDTloHpK	Spanish	Yes	TRUE	601	1	5	TRUE	5	Female	Los Angeles, California, United States;Mexico City, Mexico	Heterosexual	24	Latin	round1	Very Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_21GMwVqzbvgnfOX	Spanish	Yes	TRUE	494	7	5	TRUE	3	Male	Los Angeles, California, United States;Las Vegas, Nevada, United States	Heterosexual	20	Hispanic	round1	Very Conservative	Some college	Straight	Spanish	male	NR	Hispanic
R_9ZuvZW1G4fCIv3b		Yes	TRUE	520	4	4	TRUE	3	male	Chicago, Illinois, United States	Heterosexual	19	Indian	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_1mO5pMGnUKxxqBB	Spanish	Yes	TRUE	331	1	6	TRUE	5	Female	Scottsdale, Arizona, United States;Los Angeles, California, United States;London, United Kingdom;Madrid, Spain	Straight	21	White	round1	Very Liberal	Bachelor's Degree	Straight	Spanish	female	White	Not Hispanic
R_3Jqs4QKSyodxsgv		Yes	TRUE	345	1	6	TRUE	3	Female	Los Angeles, California, United States	Gay	19	Caucasian	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_1kMKl8lcCIwmfT2		Yes	TRUE	421	4	3	TRUE	3	female	Irvine;Garden Grove;Costa Mesa;Corona;Los Angeles;Tustin	Heterosexual	19	Asian	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_z3kuiUCd6f0VkUF	Mandarin Chinese;Spanish	Yes	TRUE	511	5	5	TRUE	2	Female	Princeton, NJ;Taipei, Taiwan;Los Angeles, California, United States	female	20	Taiwanese-American	round1	Slightly Conservative	HS or GED	NR	Mandarin	female	Asian	Not Hispanic
R_1eK3WqPfarkZYLq	Hindi;Kutchi;Gujrati	Yes	TRUE	392	2	1	TRUE	2	female	India;LA	Heterosexual	19	Indian	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2490lVJXDMdTf5L	Japanese	Yes	TRUE	522	4	4	FALSE	4	Male	Los Angeles, California, United States	Straight	22	Asian American	round1	Neutral	Associate Degree	NA	NA	NA	NA	NA
R_3Mojv6RtMx6qoGO	Spanish	Yes	TRUE	420	4	4	TRUE	3	Female	New Jersey;Los Angeles, California, United States	Heterosexual	19	White	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_2qC4weeLrXCIR1w		Yes	TRUE	485	5	2	TRUE	5	male	Los Angeles, California, United States;Melbourne, Australia	Straight	22	white	round1	Slightly Conservative	Bachelor's Degree	NA	NA	NA	NA	NA
R_e2pg1ukxvOrDUJz	French;Haitian Creole	Yes	TRUE	513	3	6	TRUE	3	male	Eugene, Oregon, United States;Los Angeles, California, United States;Paris, France;Limbé, Haiti	straight	20	White	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_3fE4QrHm1ofNLAv	spanish	Yes	TRUE	514	2	4	TRUE	3	female	Bogota;San Francisco;Los Angeles	straight	22	white latina	round1	Moderately Liberal	Some college	Straight	Spanish	female	White	Hispanic
R_9WGh2FxJfuOPctz	Fluent Portuguese, Conversational French and Spanish, Basic Mandarin	Yes	TRUE	332	3	5	TRUE	3	Female	Miami, Florida, United States;Atlanta, Georgia, United States;Johns Creek, Georgia, United States;Pembroke Pines, Florida, United States;Sao Paulo, State of Sao Paulo, Brazil;Shanghai, Shanghai, China;Oakland, California, United States;Piedmont, California, United States;Los Angeles, California, United States;Alpharetta, Georgia, United States	Straight	19	Brazilian American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_DCrXRq7iF4enlpn	Hindi;Bengali;French	Yes	TRUE	381	1	6	TRUE	4	Female	Kolkata, West Bengal, India;Walnut Creek, California, United States;Nutley, New Jersey, United States;Bloomfield, New Jersey, United States;Edison, New Jersey, United States;Larkspur, California, United States;Mumbai, India;Chennai, India;Ahmedabad, Gujarat, India;Delhi, India;Agartala, Tripura, India	Heterosexual	26	Indian American	round1	Very Liberal	Associate Degree	NA	NA	NA	NA	NA
R_OHGpqIfBheKcIOl	Spanish;Farsi;Hebrew	Yes	TRUE	315	5	3	TRUE	3	Female	Los Angeles, California, United States	Straight	20	Persian	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_3FPcEjG8TDrP7ot	Korean	Yes	TRUE	424	6	3	TRUE	2	Female	Los Angeles, California	Straight	19	Asian	round1	Moderately Conservative	HS or GED	NA	NA	NA	NA	NA
R_2eOukOW2I1ussVl	Mandarin Chinese;Japanese;German	No	TRUE	335	3	2	TRUE	2	Female	Shanghai, China	Heterosexual	18	Asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
